,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
10,-0.8521306835231489,3,0.3571672180411652,0.06846887700895622,1,0,1,3,3,4,0,3,3,3,0,2,5,5,-0.20759446917101082,-0.9625656906074225,3,1,3,4,3,-0.5744104693040701,2,2,1,3,3,1,3,1.014077250501592,1,-0.2886528311122454,-0.9808130072474661,-0.03974290518292627,2,4,1,4,-0.31731148531795134,-0.7951632272572445,-0.12024172373467251,-0.9051272461567784,1,0,1,0,3,1,2,5,7,0,0,1,-0.5630767376542679,1,1,-0.4163171642587022,3,3,2,-0.7521758378613593,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,2,2008,8,4
11,0.805578574230079,3,0.7900372830716863,0.1410296273300783,1,0,2,3,3,4,0,23,3,3,0,5,9,5,1.1172352761668793,1.0240286494753355,3,1,11,13,4,1.010013310071954,4,2,2,5,3,1,6,1.215857360727227,1,-0.2886528311122454,-0.8834653031902802,0.2680861753198744,2,4,1,4,0.05013073065165053,1.8218284804908391,-0.12024172373467251,1.5391884553650859,1,0,3,0,4,1,4,11,7,2,4,3,1.1045373750442251,3,3,1.230608169668619,3,3,2,0.4210472580041387,-0.3874223546841057,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,7,2006,6,5
12,-0.8521306835231489,3,-1.6628930854346002,0.24566142751688966,1,0,3,3,3,4,0,3,3,3,0,2,5,6,-0.3069567000713526,-1.1079262520768924,3,1,3,8,3,-0.5744104693040701,2,2,1,3,3,1,5,0.6434159610653717,1,-0.2886528311122454,-0.8879931033789865,-0.33161047780780384,2,2,1,4,-0.6485270039384375,-0.7951632272572445,-0.12024172373467251,-1.1487973472430701,1,0,1,0,2,1,2,4,7,0,0,1,-0.6881477961066549,1,1,-0.5660376491611859,3,3,2,0.3651794915343531,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,2.8874040290643035,-0.0686917475382071,0,0,0,-0.08768781151769864,9,2008,8,4
13,-0.8521306835231489,3,0.9631853090838949,0.013547204113963282,1,0,2,3,3,4,0,13,3,3,0,2,7,5,1.1503560198003264,1.0724821699651588,1,1,9,11,4,1.1208121757625849,3,2,2,4,3,3,1,-0.9730181828073765,1,-0.2886528311122454,2.0980911210728355,0.9954748914709366,2,4,1,4,0.8574685572890856,-0.7951632272572445,-0.12024172373467251,-0.04085985636633736,0,0,2,0,3,1,3,7,7,1,4,5,1.1462277278616873,2,3,1.717199745601691,3,3,2,0.5248016814480262,-0.20624470002722092,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,8,2007,6,5
14,-0.8521306835231489,3,-1.6628930854346002,0.04040670837647808,1,0,2,3,3,0,0,19,3,3,0,2,6,5,-0.3731981873382471,-1.2048332930565393,3,1,5,6,1,0.600057507016619,2,2,1,3,3,1,4,0.634642912794692,1,-0.2886528311122454,-0.10694757082714519,0.4459429773881592,2,2,1,4,0.23385183863645148,-0.7951632272572445,-0.12024172373467251,-0.49964496856787105,1,0,1,1,2,1,2,5,7,1,2,5,-0.7715285017415795,2,1,-0.5660376491611859,3,3,2,-0.7521758378613593,2.5114201198260506,2.5212830429447113,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,2,0,-0.08768781151769864,5,2008,8,4
15,0.2530088216456697,4,-0.1911348643308283,-0.44065903960886155,1,0,1,3,3,0,0,10,3,3,0,1,7,8,-1.399941239975112,0.7817610470262185,1,1,10,12,3,-0.5744104693040701,2,2,0,3,3,1,1,-0.9730181828073765,1,-0.2886528311122454,0.5993892586110418,-0.5140277106983524,2,4,1,0,-0.7986090358133453,-0.7951632272572445,-0.12024172373467251,-1.259210361797796,0,0,1,0,2,1,2,5,7,0,0,1,0.5208724355997526,1,2,0.48200574515620026,3,3,2,-0.3690825820685436,0.9865081931306039,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,4,0,-0.08768781151769864,7,2007,8,4
16,-0.8521306835231489,3,-1.6628930854346002,0.07257798027299767,1,0,2,3,3,1,0,19,3,3,0,2,6,7,-0.041990751003774564,-0.7202980881583056,1,1,10,12,1,0.4227793219116094,2,2,1,3,3,1,5,0.2946872923058507,1,-0.2886528311122454,-0.31975417969634257,-0.12183065998367311,2,4,1,4,-0.41046584992996304,-0.7951632272572445,-0.12024172373467251,-0.973659462087298,1,0,1,0,2,1,2,5,7,1,3,5,-0.3546249735669563,3,2,0.03284429044874908,3,3,2,-0.7521758378613593,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,2,1.3237359981507422,3,2010,8,4
17,2.1870029556911024,3,0.41488322671190137,0.027478066399372076,1,0,1,3,3,4,0,3,3,3,2,2,4,5,-0.14135298190411633,-0.8656586496277757,1,1,5,6,3,-0.5744104693040701,2,2,3,0,0,0,0,-0.9730181828073765,0,-0.2886528311122454,-1.28417561989079,-2.4111669327600573,2,2,1,4,0.3451195519230211,-0.7951632272572445,-0.12024172373467251,-0.4177870439841949,0,0,2,0,2,2,2,6,7,0,0,2,-0.4796960320193433,1,2,0.20127983596404328,3,3,2,-0.7521758378613593,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,2,0.9204720525311878,10,2006,8,4
18,-0.8521306835231489,3,0.24173520069969287,0.31852284393050256,1,0,1,3,3,4,0,5,9,3,0,2,5,5,1.084114532533432,0.9271216084956886,1,1,9,11,3,-0.5744104693040701,2,2,2,3,3,1,6,0.4438291129074069,1,-0.2886528311122454,-0.22467037573350968,0.1289930352408311,2,4,1,4,-0.12582751361548275,-0.7951632272572445,-0.12024172373467251,-0.7642554689662661,1,0,1,1,3,1,3,6,7,0,0,1,1.0628470222267627,1,2,0.48200574515620026,3,3,2,-0.7521758378613593,0.8355268142498666,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,6,2008,8,4
19,-0.8521306835231489,3,0.3571672180411652,-0.2963393152132597,1,0,1,3,3,4,0,19,3,3,0,2,5,6,-0.4394396746051416,-0.9625656906074225,3,1,13,8,3,-0.5744104693040701,2,2,1,3,3,1,2,0.13238589929827496,1,-0.2886528311122454,-0.09562807035537937,-0.0648252747053767,2,2,1,4,0.4563872652095906,-0.7951632272572445,-0.12024172373467251,-0.33592911940051884,0,0,1,0,3,1,2,6,6,0,0,5,-0.8549092073765042,1,1,-0.8374060280469376,3,3,2,-0.7521758378613593,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,3,0,-0.08768781151769864,5,2009,0,0
20,0.805578574230079,3,1.2517653524375758,0.3706382999622477,1,0,2,3,3,0,0,23,3,3,0,5,8,5,1.1172352761668793,1.0240286494753355,1,1,9,11,1,1.53076797881792,3,2,2,5,3,3,1,-0.9730181828073765,1,-0.2886528311122454,1.3374206893701728,0.2293225133306328,2,4,1,4,-0.011972179089690635,1.9959890494828307,-0.12024172373467251,1.6381794339313918,0,0,3,1,4,1,3,9,7,1,4,3,1.1045373750442251,2,3,1.778023692593325,3,3,2,1.1632904411027192,1.6206299844297007,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,11,2006,6,5
21,0.2530088216456697,4,-0.017986838318619847,-0.30746396063542064,1,1,1,0,3,4,0,17,3,3,0,1,7,7,-1.3668204963416648,-1.6893684979547727,1,1,10,12,3,-0.5744104693040701,2,2,2,3,3,1,1,-0.9730181828073765,1,-0.2886528311122454,0.1579287402121749,-0.9586697158690644,2,4,1,1,-0.14135324105081803,-0.7951632272572445,-0.12024172373467251,-0.775677504954686,0,0,1,0,3,1,3,6,7,1,4,5,-2.0222390862654493,1,1,-0.9029087401917744,3,3,0,-0.7521758378613593,-0.704483250333654,2.9959286699740124,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,4,0,-0.08768781151769864,6,2007,8,4
22,-0.8521306835231489,3,0.5014572397180056,-0.0776548439415907,1,0,1,3,3,4,0,13,3,3,0,2,8,5,1.0178730452665374,0.8302145675160418,3,1,9,11,1,0.9823135936492962,3,2,2,4,3,1,1,-0.9730181828073765,1,-0.2886528311122454,2.7387748477747804,1.640775852821252,2,4,1,4,1.6363425502950728,-0.7951632272572445,-0.12024172373467251,0.5321456157193956,0,0,2,0,3,1,3,7,7,1,4,5,0.9794663165918381,2,2,0.28549760872169033,3,3,2,0.6125938859005465,1.6961206738700694,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,9,2008,8,4
23,-0.023276054646534976,4,-0.39314089467840485,-0.6306800100630707,1,0,1,3,3,4,0,12,3,3,4,2,5,7,0.15673371079690895,-0.42957696521936545,1,1,2,3,3,-0.5744104693040701,2,2,2,4,3,1,6,0.8693219540353758,1,-0.2886528311122454,-0.8313956010201574,-0.03974290518292627,2,2,1,4,-0.26555906053350037,-0.7951632272572445,-0.12024172373467251,-0.8670537928620453,1,0,1,0,3,1,2,6,7,1,3,5,-0.10448285666218236,1,2,0.4632906845433898,3,3,2,0.04593511170700671,0.9563119173544564,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,6,2007,8,4
24,-0.8521306835231489,3,-1.6628930854346002,-0.2275870020636882,1,0,2,3,3,4,0,3,3,3,0,2,5,8,-0.10823223827066905,0.7817610470262185,1,1,6,8,3,-0.5744104693040701,2,3,1,3,3,2,3,-0.5606849140854272,5,3.8536227512301036,-0.8223400006427447,0.005861403039710855,2,4,1,4,-0.26555906053350037,-0.7951632272572445,-0.12024172373467251,-0.8670537928620453,1,0,1,0,3,1,3,6,7,1,3,5,-0.438005679201881,1,1,-0.9496963917238005,3,3,2,2.488154617386207,0.6543491595929818,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,3,0,-0.08768781151769864,5,2010,8,4
25,-0.8521306835231489,3,1.5114873914558884,0.3721416304247019,1,0,1,3,3,0,0,23,3,3,0,2,8,5,1.1834767634337737,1.0724821699651588,1,1,9,11,4,2.9711532327961234,3,2,2,4,3,1,1,-0.9730181828073765,1,-0.2886528311122454,2.2610919278662633,1.1596504010724302,2,4,1,4,1.1317564086466758,-0.7951632272572445,-0.12024172373467251,0.160929446095748,0,0,2,0,3,1,3,7,7,1,4,5,1.1879180806791496,2,3,1.951138003261822,3,3,2,-0.7521758378613593,0.1410124713984749,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,7,2009,8,4
26,-0.8521306835231489,3,0.06858717468748438,-0.33241924631216013,1,0,1,3,3,0,0,19,3,3,0,2,5,7,-0.6712848800392723,0.7333075265363951,1,1,10,12,3,-0.5744104693040701,2,2,1,3,3,2,4,-0.4597948589726098,3,2.7250386853823376,-0.8766736029072206,-0.35897306274138613,2,2,1,4,-0.6795784588091082,-0.7951632272572445,-0.12024172373467251,-1.17164141921991,0,1,1,0,3,1,3,5,7,0,0,1,1.1045373750442251,1,2,0.48200574515620026,3,3,2,1.0196304701804133,-0.22134283791529466,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,5,2010,8,4
27,-0.8521306835231489,3,1.1651913394314715,0.09633060157977381,1,0,1,3,3,4,0,23,3,3,0,2,8,5,1.1834767634337737,1.120935690454982,1,1,9,11,4,0.5335781876022404,3,2,2,5,3,1,6,1.6983750156146145,1,-0.2886528311122454,-0.18392017403515273,1.4743201278086264,2,4,1,4,1.4008690175258207,-0.7951632272572445,-0.12024172373467251,0.35891140322836,1,0,2,0,3,1,3,7,7,1,4,5,1.229608433496612,2,3,1.3990437151839132,3,3,2,-0.7521758378613593,0.050423644070032525,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,5,2010,8,4
28,-0.8521306835231489,3,-0.3065668816723006,0.5817058968908155,1,0,2,3,3,1,0,19,3,3,0,2,5,6,-0.47256041823858885,0.5879469650669251,1,1,5,6,3,-0.5744104693040701,2,2,1,3,3,4,4,1.8277774776071412,1,-0.2886528311122454,-0.8155483003596853,0.972672737359618,2,2,1,4,1.1317564086466758,-0.7951632272572445,-0.12024172373467251,0.160929446095748,1,0,1,0,2,1,2,6,7,2,4,5,-0.8965995601939665,2,1,-0.7204368992168723,3,3,2,1.546383696895535,3.1908363247893687,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,12,2006,8,4
29,-0.5758458072309443,4,0.06858717468748438,-0.42021374531948463,1,0,2,3,3,4,0,10,2,4,0,2,4,6,-1.4661827272420065,-1.6893684979547727,1,1,5,6,3,-0.5744104693040701,2,2,0,3,3,1,1,-0.9730181828073765,1,-0.2886528311122454,-0.10694757082714519,-1.2254549189714916,2,1,0,4,-1.6628745297136764,-0.7951632272572445,-0.12024172373467251,-1.8950370318198386,0,0,1,0,1,1,1,4,7,0,0,1,-2.4391426144400725,1,1,-1.090059346319879,2,3,2,-0.36110147257285996,-0.704483250333654,1.0646119806823726,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,5,2008,8,4
30,1.0818634505222837,0,-0.21999286866619638,-0.20213060623279733,1,2,1,3,3,4,0,17,2,3,0,5,4,4,-1.6980279326761372,-1.6893684979547727,2,1,13,15,3,-0.5744104693040701,2,1,0,3,3,1,1,-0.9730181828073765,1,-0.2886528311122454,0.18509554134441286,-0.9313071309354821,2,2,0,4,-1.3290713898539677,0.7356165107249971,-0.12024172373467251,-0.3778099180247252,0,0,1,0,3,1,2,6,7,0,0,1,-2.4391426144400725,1,1,-1.0432716947878529,3,2,0,-0.7521758378613593,0.11081619562232746,2.455814680595842,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,3,0,-0.08768781151769864,7,2008,8,4
31,-0.8521306835231489,3,-1.6628930854346002,-0.19772083687626504,1,0,2,3,3,1,0,3,3,3,0,2,5,6,-0.17447372553756357,1.0240286494753355,1,1,3,4,3,-0.5744104693040701,2,2,1,3,3,1,1,-0.9730181828073765,1,-0.2886528311122454,1.4958936959748943,0.3889375921098628,2,3,1,4,0.16916130765588777,-0.7951632272572445,-0.12024172373467251,-0.5472367851862875,0,0,1,1,3,1,3,6,7,0,0,5,-0.5213863848368055,1,1,-0.9450176265705978,3,3,2,-0.7521758378613593,0.27689571239113847,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,3,0,-0.08768781151769864,6,2008,8,4
32,-0.8521306835231489,3,0.7900372830716863,0.05333535035358408,1,0,1,3,3,0,0,13,3,3,0,2,8,5,1.1834767634337737,1.0724821699651588,1,1,9,11,3,-0.5744104693040701,3,2,2,5,3,3,1,-0.9730181828073765,1,-0.2886528311122454,1.5094770965410131,0.4026188845766539,2,4,1,4,0.18468703509122306,-0.7951632272572445,-0.12024172373467251,-0.5358147491978675,0,0,2,0,3,1,3,7,7,0,0,5,1.1879180806791496,2,2,0.05155935106155954,3,3,2,-0.7521758378613593,-0.2515391136914421,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,1,2008,8,4
33,-0.8521306835231489,3,0.3571672180411652,0.003525001030935372,1,0,2,3,3,4,0,19,3,3,0,2,5,5,-0.40631893097169436,-1.2532868135463626,3,1,13,15,3,-0.5744104693040701,2,2,1,3,3,1,3,1.2597226020806258,1,-0.2886528311122454,-0.42389358403658806,0.7765742120022784,2,3,1,4,1.3905185325689307,-0.7951632272572445,-0.12024172373467251,0.3512967125694134,0,1,1,1,4,1,3,6,7,1,4,5,-0.8132188545590419,2,2,-0.12155495960693728,3,3,2,-0.7521758378613593,-0.13075401058685227,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,4,2010,8,4
34,-0.023276054646534976,3,0.06858717468748438,-0.32109415682833864,1,0,1,3,3,4,0,23,3,3,4,2,9,5,1.1172352761668793,0.9755751289855119,3,1,5,6,1,0.7884155786906918,4,2,2,5,3,1,6,1.5558129812160681,1,-0.2886528311122454,-0.3605043813946995,1.148249324016771,2,4,1,4,1.0308391803169965,-0.7951632272572445,-0.12024172373467251,0.08668621217101848,1,0,2,0,2,1,4,6,7,1,4,5,1.1045373750442251,3,2,0.38843044209214794,3,3,2,0.8679893897624236,0.005129230405811325,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,8,2007,8,4
35,0.805578574230079,3,1.4537713827851522,0.29076134139051524,1,0,1,3,3,4,0,23,3,3,0,5,8,5,1.084114532533432,0.9755751289855119,1,1,9,11,4,0.15686204425409486,3,2,2,5,3,3,1,-0.9730181828073765,1,-0.2886528311122454,1.2446007855016932,0.13583368147422667,2,4,1,4,-0.07925033130947688,2.229730865761556,-0.12024172373467251,1.7828585564513775,0,0,3,1,4,1,3,9,7,1,4,3,1.0628470222267627,3,3,1.0200637377745012,3,3,2,0.1496895351508943,-0.22134283791529466,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,9,2006,8,4
36,-0.8521306835231489,3,1.5692034001266246,0.03429316449583106,1,0,1,3,3,0,0,13,3,3,0,2,5,5,0.7529070961989596,0.49103992408727837,1,1,9,11,3,-0.5744104693040701,2,2,2,4,3,1,1,-0.9730181828073765,1,-0.2886528311122454,1.1993227836146299,0.09022937325158954,2,4,1,4,-0.16981707468226606,-0.7951632272572445,-0.12024172373467251,-0.7966179042667891,0,0,1,1,3,1,2,6,7,0,0,5,0.6876338468696018,1,2,0.9311671998636515,3,3,2,2.3764190844466357,0.26179757450306473,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,6,2009,8,4
37,-0.8521306835231489,3,0.4725992353826375,-0.1989235012462284,1,0,1,3,3,4,0,19,3,3,0,2,5,6,-0.5719226491389305,0.24877232163816154,3,1,10,12,1,3.026552665641439,2,2,1,3,3,1,3,1.6874087052762647,1,-0.2886528311122454,-1.0940080119651243,0.5462724554779609,2,3,1,4,0.3477071731622436,-0.7951632272572445,-0.12024172373467251,-0.4158833713194583,0,1,1,0,3,1,2,5,7,1,3,5,-1.0216706186463536,3,2,0.11706206320639617,3,3,2,-0.7521758378613593,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.0686917475382071,0,0,0,-0.08768781151769864,10,2009,8,4
